Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,mejor_cluster
30,1,United States,PA,1,0,0,0,0,1,1,0,1,0,0,1,1,2,2,2,2,2,2,2,0,9
31,1,United States,SC,0,0,0,4,5,1,1,1,1,1,1,1,0,0,0,2,1,2,1,1,0,0
22,2,United States,CA,0,1,1,3,5,0,1,2,2,0,2,2,4,1,1,0,0,0,0,2,0,1
28,1,United States,TN,0,1,0,2,1,0,1,2,2,0,2,2,1,0,0,2,1,0,1,2,0,6
35,1,United States,UT,0,1,1,1,2,0,0,1,1,0,1,1,2,2,0,2,2,0,0,0,0,2
28,1,United States,CA,0,1,1,2,2,0,0,1,0,0,0,2,4,2,2,2,2,0,0,1,0,2
33,1,United States,MO,0,1,0,4,4,0,1,1,0,2,2,2,0,0,0,1,1,1,1,1,0,6
29,1,United States,CA,0,0,0,2,5,0,1,1,0,1,0,2,4,1,2,0,0,0,0,2,0,9
29,1,United States,NY,0,0,0,4,2,0,1,1,1,1,1,2,1,0,0,2,2,2,2,1,0,0
25,1,United States,TX,0,0,0,4,3,1,1,1,0,0,0,1,4,0,0,1,1,2,2,2,0,0
31,1,United States,MO,0,1,0,0,3,0,1,2,0,2,2,2,0,0,0,2,1,0,0,2,0,3
35,2,United States,GA,0,1,1,2,1,0,0,1,2,1,1,1,2,2,2,2,1,0,2,1,0,2
34,1,United States,TX,0,0,0,3,0,0,1,2,0,0,1,2,0,0,0,2,1,0,2,1,0,0
43,1,United States,WA,0,0,1,2,3,1,1,1,1,0,1,1,3,1,2,2,0,0,2,0,1,4
38,1,United States,WA,0,1,1,2,3,0,1,0,2,0,0,2,3,1,1,0,2,0,2,0,0,1
26,1,United States,WA,0,1,1,2,5,0,1,2,2,0,1,1,3,2,0,2,2,1,1,0,1,2
42,1,United States,TX,0,0,1,3,1,0,1,2,0,0,2,2,4,1,2,0,0,0,2,2,0,4
32,1,United States,WA,0,0,1,1,5,0,1,1,1,1,1,1,1,2,0,2,2,0,0,2,0,4
44,1,United States,WA,0,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,0,2,0,0,2
28,1,United States,WA,0,1,1,1,5,0,1,1,1,2,2,2,4,2,0,2,0,0,0,0,0,2
40,1,United States,WA,0,1,1,2,5,1,1,1,1,1,1,1,3,1,0,2,2,0,2,2,1,1
31,2,United States,AZ,0,1,1,2,4,0,1,1,1,0,2,1,1,2,0,2,1,0,0,1,0,2
32,1,United States,WA,0,1,0,2,3,0,1,1,1,1,1,2,4,1,0,2,0,0,0,2,0,8
28,1,United States,WA,0,1,1,2,5,0,1,2,0,2,2,2,1,2,0,2,0,0,2,0,0,2
39,1,United States,AZ,0,1,1,3,2,0,1,1,1,0,0,1,4,1,0,2,0,0,0,0,0,1
45,1,United States,NY,0,0,0,4,5,0,0,1,1,1,1,2,4,0,0,2,2,0,0,1,0,0
43,1,United States,WA,0,0,1,1,5,0,1,1,1,1,1,2,1,0,0,1,1,2,1,1,0,7
35,1,United States,CA,0,0,1,2,5,0,1,1,1,2,1,2,3,2,2,2,2,0,0,2,0,4
40,1,United States,WA,0,1,1,2,1,0,1,1,1,2,2,1,0,2,0,2,2,0,0,2,0,2
36,2,United States,WA,0,1,1,1,1,0,1,2,0,0,2,2,4,1,2,2,0,0,0,2,0,1
38,1,United States,TN,0,0,0,4,1,0,1,0,0,0,0,1,4,2,0,2,1,2,2,2,0,5
30,1,United States,WA,0,1,0,0,5,0,0,2,0,0,2,2,4,1,2,0,0,0,0,0,0,8
26,1,United States,CA,0,0,1,1,5,0,1,1,2,2,2,2,4,0,0,2,2,0,2,0,0,7
43,1,United States,MI,0,0,0,2,5,1,1,0,2,0,0,2,3,1,2,0,0,0,2,0,1,9
40,1,United States,IN,0,1,1,1,1,0,1,2,2,0,2,2,4,0,0,1,1,0,2,2,0,1
49,1,United States,GA,0,1,0,0,5,0,1,1,1,1,1,1,4,0,0,1,1,0,0,1,0,3
38,1,United States,WA,0,0,0,0,5,0,1,1,1,1,1,1,1,2,2,2,2,0,2,0,1,9
40,1,United States,ME,0,1,1,2,0,1,1,0,0,0,0,2,4,2,2,2,1,0,2,0,0,2
28,1,United States,NY,0,1,1,3,3,0,1,2,2,0,2,2,4,2,0,2,2,0,1,2,0,2
23,1,United States,PA,0,1,0,2,2,0,1,1,2,1,1,1,1,0,0,0,0,0,2,2,0,6
8,3,"Bahamas, The",IL,1,1,1,3,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
30,2,United States,IL,0,1,1,2,2,0,1,1,1,1,2,1,0,0,0,2,0,0,0,1,0,1
39,1,United States,MN,0,0,1,1,3,1,1,1,1,0,0,1,0,2,0,2,1,0,0,2,0,4
31,2,United States,TX,0,1,0,0,5,0,0,1,2,0,2,2,4,1,1,0,0,0,0,2,0,8
25,1,United States,PA,0,1,1,3,1,1,1,1,1,0,2,1,1,0,0,1,1,2,2,2,0,1
42,1,United States,IN,0,1,1,2,1,1,1,2,0,0,2,2,4,2,0,2,1,0,2,2,0,2
34,1,United States,PA,0,1,1,3,3,0,1,1,1,0,0,1,0,0,0,1,1,2,2,2,0,1
26,2,United States,OH,0,0,1,2,2,1,1,2,0,0,2,2,4,2,0,2,0,2,2,2,1,4
38,1,United States,PA,0,1,1,2,3,1,0,1,1,0,1,1,0,0,0,1,1,1,1,2,0,1
34,1,United States,SD,0,0,0,2,3,0,1,2,0,0,0,2,4,1,0,2,0,0,2,2,0,9
39,1,United States,IN,0,1,1,2,1,1,1,0,1,0,0,1,1,0,0,2,1,2,1,1,0,1
44,2,United States,CA,0,0,0,4,3,0,1,2,2,0,0,2,4,1,0,0,0,0,0,2,0,0
40,1,United States,TN,0,0,0,4,5,0,0,1,1,1,1,1,4,2,0,0,1,0,0,2,0,5
33,2,United States,TX,1,0,0,0,0,1,1,0,1,2,2,1,1,2,0,0,2,0,0,1,0,9
24,2,United States,TN,0,1,0,2,5,0,0,1,1,0,2,2,2,1,2,2,2,0,0,0,1,8
38,2,United States,OR,0,1,0,2,2,1,1,2,2,2,2,2,4,0,0,2,1,0,0,2,0,6
31,1,United States,SD,0,0,0,2,5,0,1,1,2,1,1,1,4,1,2,2,2,0,2,1,0,9
26,2,United States,NY,0,0,0,4,1,0,1,2,2,0,0,2,1,0,0,1,1,0,2,1,0,0
46,2,United States,CT,0,0,1,3,5,0,0,1,1,1,1,2,4,1,0,2,2,0,0,0,1,4
30,1,United States,CA,0,1,1,2,2,1,1,1,0,0,0,2,4,2,0,2,0,0,2,2,0,2
30,2,United States,GA,0,1,1,2,4,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,1,2
32,1,United States,TN,0,0,0,0,1,0,1,1,1,1,1,2,1,0,0,1,1,0,2,1,0,3
37,1,United States,IN,0,1,0,2,2,1,1,2,0,0,0,2,1,2,0,2,2,0,2,0,0,8
42,1,United States,CA,0,1,1,2,1,1,1,2,0,0,2,2,4,2,2,2,2,0,0,2,0,2
25,2,United States,OR,0,0,0,0,5,0,1,1,1,1,1,2,4,2,0,2,1,2,0,1,0,9
19,1,United States,IN,0,0,0,2,0,0,1,2,2,0,0,2,4,0,0,2,1,2,2,2,0,0
40,2,United States,GA,0,1,0,0,3,1,1,1,1,1,0,2,4,1,1,0,0,0,0,2,0,8
34,1,United States,IN,0,0,0,4,5,0,0,1,2,1,2,2,4,2,2,2,1,0,0,2,0,5
26,1,United States,MN,0,1,0,4,1,0,1,2,2,0,0,2,4,0,0,2,1,0,0,1,0,6
31,1,United States,MN,0,1,1,1,1,0,1,2,2,2,2,1,4,0,0,1,1,2,2,1,0,1
40,1,United States,NC,0,1,0,2,5,1,0,1,2,1,2,2,4,1,2,2,2,0,2,0,0,8
31,2,United States,FL,0,1,1,3,2,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,1,1
36,1,United States,MN,0,0,0,0,3,0,0,2,0,0,2,2,4,1,2,0,0,0,2,2,1,3
44,1,United States,MO,0,0,0,4,5,1,0,2,0,2,2,1,4,1,0,2,0,0,0,0,0,0
34,2,United States,CA,0,0,0,2,0,0,1,0,2,0,0,2,0,0,0,2,1,0,2,1,0,0
35,1,United States,OR,0,0,0,4,1,1,1,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0
28,2,United States,OH,0,1,1,2,2,1,1,2,0,0,0,2,1,1,0,2,2,0,2,0,0,1
33,1,United States,NY,0,0,0,4,1,1,1,1,0,2,1,1,4,0,0,2,1,0,0,1,0,0
40,1,United States,WI,0,1,1,2,5,1,1,1,1,0,1,2,4,1,0,0,0,0,2,2,0,1
26,1,United States,WA,0,0,1,2,1,0,1,1,1,0,0,1,4,2,0,2,0,0,2,2,0,4
41,1,United States,IL,1,0,1,3,0,1,0,0,1,1,1,1,3,0,0,2,2,0,0,1,1,7
26,2,United States,WA,0,1,1,2,5,0,1,1,1,0,0,2,4,0,0,2,1,0,2,0,1,1
23,2,United States,IL,0,1,0,2,2,0,0,0,0,0,0,2,2,1,0,0,2,0,2,0,0,8
36,1,United States,FL,0,0,0,0,0,1,1,2,2,2,2,2,0,0,0,2,2,0,0,2,0,3
42,1,United States,TN,0,0,0,1,5,0,0,2,0,0,2,2,4,2,0,2,0,0,2,0,0,9
39,1,United States,WA,0,1,1,2,4,0,1,1,1,0,2,1,0,0,0,2,1,0,0,1,0,1
27,1,United States,CA,0,0,0,0,1,0,1,2,0,0,2,2,4,2,0,2,1,2,2,2,0,9
33,1,United States,FL,1,0,0,0,1,1,1,2,0,0,0,0,0,2,0,2,1,0,2,1,0,9
28,2,United States,OR,0,0,1,1,1,0,1,1,1,2,1,1,0,0,0,2,2,0,1,2,0,7
29,2,United States,NJ,0,0,1,3,5,1,0,1,0,0,0,2,1,0,0,2,1,2,2,2,0,7
27,1,United States,CA,0,0,1,2,3,0,1,2,2,0,0,1,3,2,0,2,0,0,2,0,0,4
44,1,United States,FL,1,0,0,0,0,1,1,2,0,0,0,1,2,0,0,0,0,0,0,2,0,3
25,1,United States,UT,0,0,1,3,1,1,1,2,0,0,0,2,1,2,0,2,0,0,2,2,0,4
34,1,United States,NJ,0,0,0,0,1,1,1,1,2,2,2,2,1,2,2,0,2,0,2,2,0,9
26,1,United States,PA,0,0,0,0,5,0,0,1,1,0,2,2,2,2,0,0,1,0,0,2,0,9
48,1,United States,IN,0,0,0,0,2,0,0,1,1,1,1,1,4,2,0,2,1,0,2,2,0,9
39,2,United States,OH,0,0,1,2,1,1,1,0,0,0,0,2,4,2,2,2,2,0,2,0,0,4
43,1,United States,OH,0,0,0,2,5,1,1,1,2,0,1,2,4,2,0,0,0,0,0,2,0,9
41,1,United States,IL,0,0,0,1,5,0,1,1,1,1,1,2,4,2,2,2,0,0,0,1,1,9
25,1,United States,IN,0,0,0,0,5,0,0,2,0,0,0,2,4,0,0,2,1,0,0,2,0,3
31,1,United States,CA,0,0,1,2,3,0,1,1,1,0,0,2,1,2,0,2,0,0,2,0,0,4
40,1,United States,WA,0,1,1,2,5,0,1,1,1,1,1,1,4,1,1,0,0,0,2,0,1,1
43,1,United States,VA,1,1,1,2,0,1,1,1,2,0,2,2,4,2,2,2,2,0,2,2,0,2
27,2,United States,WA,0,1,1,3,5,0,1,1,1,1,1,1,3,2,0,1,2,0,2,0,1,2
37,2,United States,NJ,0,1,1,2,2,1,1,1,1,0,2,2,4,1,2,0,0,0,2,2,0,1
25,1,United States,UT,0,1,1,3,0,0,1,0,1,0,0,1,0,2,0,1,1,0,2,0,0,2
30,2,United States,TN,0,1,1,3,5,0,0,1,0,0,0,2,2,1,0,0,0,0,2,0,0,1
38,1,United States,IN,0,1,0,0,5,0,0,1,2,1,1,2,4,1,2,2,0,0,0,0,0,8
32,1,United States,IN,0,0,1,2,2,0,1,1,1,1,2,1,4,0,0,2,1,0,2,2,0,7
28,2,United States,CA,0,1,1,2,3,0,1,1,1,2,2,2,4,2,0,2,2,0,0,1,0,2
11,1,United States,OH,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,2,0,2,1,0,3
43,1,United States,TX,0,1,0,0,3,0,0,1,1,0,2,2,1,2,0,2,2,0,2,0,0,8
32,1,United States,TN,0,1,1,3,3,0,1,0,1,0,0,2,3,1,0,1,1,0,1,0,0,1
25,1,United States,WA,0,0,1,2,5,0,1,1,1,1,2,1,4,1,0,0,0,0,0,1,0,4
37,1,United States,UT,0,0,1,2,3,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,7
36,1,United States,AL,1,0,1,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,7
24,1,United States,WI,0,1,1,1,1,1,1,2,0,0,0,2,0,0,0,1,1,2,1,1,0,1
40,1,United States,WA,0,1,1,2,5,0,1,1,2,1,2,2,2,2,0,2,2,0,2,2,1,2
29,1,United States,WI,0,0,0,4,5,0,0,2,2,1,2,1,1,0,0,2,1,0,2,1,0,0
43,1,United States,NY,0,0,0,0,4,0,1,2,0,0,2,2,4,0,0,1,2,0,0,1,0,3
29,1,United States,NY,0,0,0,4,1,1,1,1,2,0,1,2,4,2,0,2,1,2,1,2,0,5
26,1,United States,OH,0,1,0,2,3,0,1,2,2,0,0,2,4,2,0,2,0,0,2,2,0,8
35,2,United States,WA,0,1,0,2,1,1,1,2,0,0,0,2,1,0,0,1,2,0,0,1,0,6
45,1,United States,CA,0,0,0,0,1,1,1,1,0,0,0,2,4,1,2,2,0,0,2,2,0,3
25,1,United States,SC,0,0,1,1,1,1,1,0,1,0,2,2,1,2,0,0,2,0,2,2,0,4
33,2,United States,CA,0,0,1,3,5,0,1,1,1,2,2,2,4,1,0,0,0,0,2,2,0,4
25,1,United States,MN,0,1,1,2,0,1,1,2,0,2,2,2,0,0,0,1,1,2,1,2,0,1
40,1,United States,WA,0,0,0,4,5,0,0,1,2,2,2,2,1,2,0,2,2,0,2,2,0,5
46,1,United States,PA,0,1,1,2,1,0,1,2,1,0,2,2,4,1,2,0,2,0,2,2,0,1
38,1,United States,NY,0,1,1,1,5,0,0,1,1,1,1,1,1,1,0,0,1,0,1,2,0,1
34,1,United States,VT,0,0,0,0,0,1,1,0,1,0,0,2,4,1,1,0,0,0,0,2,0,3
45,2,United States,MI,0,0,1,1,2,0,0,2,0,2,2,2,4,0,0,2,2,0,2,2,0,7
35,1,United States,NY,0,0,0,4,1,0,1,2,2,2,2,1,4,0,0,0,0,0,0,1,0,0
20,2,United States,NY,0,0,1,2,2,1,1,2,2,2,2,2,4,0,0,2,2,2,2,2,0,7
-1,3,United States,AL,1,1,1,3,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
28,1,United States,MI,0,0,0,4,5,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,5
42,2,United States,WA,0,1,1,2,2,0,0,1,1,0,0,2,4,1,0,2,2,0,1,0,0,1
36,2,United States,TN,0,1,1,1,5,1,1,1,1,0,0,1,1,2,2,2,0,0,0,2,0,2
26,2,United States,NY,0,1,0,2,2,1,1,2,0,0,0,2,4,2,0,0,0,0,0,2,0,8
35,1,United States,IN,0,1,1,3,5,0,0,1,1,0,1,2,1,1,0,0,2,0,1,2,0,1
32,1,United States,NC,0,0,0,1,1,0,1,1,2,0,2,2,4,2,0,0,2,0,2,2,0,9
32,1,United States,CA,0,0,1,2,5,0,1,1,1,1,1,1,2,2,2,2,2,0,0,2,1,4
39,1,United States,TN,0,1,1,3,2,0,0,2,2,0,0,2,1,1,0,2,2,0,2,2,0,1
30,1,United States,MN,0,1,1,1,1,0,1,0,1,0,0,2,4,0,0,0,0,0,0,2,0,1
29,1,United States,NC,0,0,1,2,2,0,1,1,1,0,0,2,4,1,0,2,2,0,2,2,0,4
26,1,United States,TX,0,1,1,2,1,1,1,2,0,0,2,2,1,2,0,2,2,2,2,2,0,2
46,2,United States,CA,0,0,1,3,3,1,0,1,1,0,0,1,4,2,0,2,2,0,2,0,0,4
32,1,United States,CA,0,1,0,2,5,0,1,1,0,1,2,2,4,2,0,1,1,0,0,2,0,8
29,1,United States,IL,0,1,1,2,2,0,0,1,1,1,1,2,4,2,0,2,0,0,2,2,0,2
32,2,United States,PA,0,0,1,2,5,0,1,1,1,0,2,2,4,2,0,2,0,0,0,0,0,4
29,1,United States,IL,0,0,0,4,5,0,1,2,2,0,0,2,4,2,0,2,1,2,1,0,0,5
30,1,United States,IL,0,0,0,4,5,0,0,1,0,1,1,2,4,1,2,0,0,0,0,2,0,0
40,2,United States,MN,0,1,1,2,2,0,1,1,1,0,1,1,1,0,0,1,1,0,2,1,1,1
38,1,United States,NY,0,1,0,4,1,0,1,2,0,0,0,2,2,0,0,2,1,0,0,2,1,6
26,2,United States,MI,0,1,1,1,3,0,1,1,0,0,0,2,4,2,2,0,0,0,2,0,0,2
29,1,United States,OH,0,0,0,0,2,0,1,0,0,0,2,2,4,0,0,2,1,0,1,0,1,3
25,2,Bulgaria,UT,0,0,1,2,2,1,1,0,0,0,0,2,4,2,2,1,2,2,0,0,0,4
32,2,United States,NY,0,0,1,2,2,0,1,1,1,0,0,1,4,2,2,2,0,0,0,0,0,4
38,1,United States,CA,0,1,1,2,5,0,0,1,1,1,1,1,4,2,0,2,0,0,2,0,1,2
72,2,United States,IN,0,1,1,0,4,1,0,1,2,2,1,2,1,2,2,2,1,0,0,2,1,2
35,2,United States,IN,0,1,1,2,0,1,1,0,0,0,0,1,4,2,2,2,2,0,0,1,0,2
28,2,United States,VA,0,0,1,3,1,0,1,0,1,0,0,2,3,1,2,2,2,0,0,2,0,4
27,2,United States,OK,0,0,0,0,3,0,0,2,2,2,2,2,4,0,0,2,1,0,0,1,0,3
56,2,United States,OR,1,0,0,1,0,1,1,2,2,2,2,2,4,2,2,0,0,0,0,2,0,9
38,1,United States,AL,0,1,1,2,2,1,1,1,0,0,0,2,4,2,0,2,2,0,0,2,0,2
40,1,United States,AL,0,1,1,2,1,0,1,1,1,0,0,1,4,2,0,2,0,0,0,1,0,2
44,1,United States,OH,0,1,1,2,3,0,1,1,1,0,1,1,4,2,0,2,2,0,0,2,0,2
32,1,United States,TX,0,0,1,3,2,1,1,1,2,0,2,2,3,1,2,2,0,0,0,2,0,4
28,2,United States,TX,0,0,1,1,1,0,1,1,0,0,0,2,1,1,1,2,0,0,0,0,1,4
23,1,United States,TX,0,0,1,2,0,0,1,0,1,0,0,0,0,2,2,2,1,0,0,0,0,4
33,1,United States,FL,0,0,1,3,2,1,1,1,1,0,0,1,4,2,0,2,0,0,2,2,0,4
38,1,United States,TX,0,0,1,2,5,1,1,1,0,1,1,1,0,0,0,1,1,0,0,2,0,7
46,1,United States,CA,0,1,1,3,2,0,1,2,0,0,0,2,4,2,0,2,0,0,0,0,0,2
46,1,United States,MD,0,1,1,2,3,1,1,2,2,2,2,2,4,0,0,2,1,1,1,2,0,1
25,1,United States,MN,0,1,1,2,2,0,1,2,1,0,0,2,1,1,0,2,2,0,2,2,0,1
60,1,United States,CA,0,0,1,3,5,1,1,2,0,1,2,2,1,2,2,2,0,0,2,2,0,4
28,1,United States,TN,0,1,1,3,5,0,0,1,1,1,1,1,1,1,2,2,1,0,0,0,1,1
43,2,United States,FL,0,1,1,1,5,1,1,1,1,0,1,2,4,0,0,2,1,0,0,2,0,1
32,1,United States,OR,0,0,0,0,3,0,1,1,2,2,1,2,1,0,0,0,2,2,1,2,0,3
41,2,United States,WA,0,1,1,2,2,0,1,1,0,0,2,2,4,1,2,0,0,0,0,2,0,1
30,1,United States,CA,0,1,1,2,2,0,1,1,1,2,0,1,0,0,0,1,1,2,2,1,0,1
30,1,United States,CA,1,1,1,3,2,0,1,1,2,1,1,2,4,0,0,2,1,2,2,1,0,1
29,1,United States,NC,0,1,1,2,3,1,1,1,1,1,0,1,4,1,0,2,0,0,2,0,0,1
36,1,United States,UT,0,1,0,1,5,0,0,2,0,1,1,2,1,2,2,2,2,0,0,2,0,8
32,1,United States,IL,0,1,1,3,2,1,1,1,1,0,0,1,2,0,0,2,1,0,0,1,0,1
34,1,United States,CA,0,1,1,2,5,0,1,1,1,0,0,2,2,1,1,0,0,0,0,0,0,1
46,2,United States,NC,0,0,0,4,3,1,1,0,1,0,0,2,4,1,0,0,0,0,0,0,0,0
25,1,United States,IL,0,1,1,2,2,0,0,1,1,0,0,1,4,2,0,2,0,0,0,2,0,2
